class1,class2,domain1,domain2,GT,GT_ratio_order,coqex_precision,wikidata_precision,gpt3_few_shot_cardinality_precision,acc_root_majority_wikidata,acc_root_ttest_majority_wikidata,acc_root_ttest_wikidata,acc_root_majority_coqex,acc_root_ttest_coqex,acc_root_ttest_majority_coqex,acc_root_majority_gpt3,acc_root_ttest_gpt3,acc_root_ttest_majority_gpt3,acc_majority_root_majority,acc_majority_root_majority_ttest,acc_majority_root_ttest,acc_supervised_root_maj_ttest,acc_supervised_root_majority,acc_supervised_root_ttest
hospital,bank,organization,organization,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,,,
hospital,fast food restaurant,organization,organization,-1,0,1,,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
hospital,public library,organization,organization,-1,0,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
hospital,publisher,organization,organization,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
public library,fast food restaurant,organization,organization,-1,0,1,,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
public library,travel agency,organization,organization,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
publisher,airline,organization,organization,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,,,
publisher,bank,organization,organization,-1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
publisher,conglomerate,organization,organization,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
publisher,football club,organization,organization,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
publisher,travel agency,organization,organization,-1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
tea company,conglomerate,organization,organization,-1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
tea company,cryptocurrency exchange,organization,organization,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,,,
university,airline,organization,organization,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,,,
university,bank,organization,organization,-1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
university,conglomerate,organization,organization,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
university,football club,organization,organization,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
university,hospital,organization,organization,-1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,,,
university,public library,organization,organization,-1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,,,
university,publisher,organization,organization,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
university,travel agency,organization,organization,-1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
amphibian,animation feature film,species,creative_work,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
bacteria,website,species,creative_work,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
bee,painting,species,creative_work,-1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
bee,play,species,creative_work,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
bird,animation feature film,species,creative_work,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
bird,board game,species,creative_work,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
bird,play,species,creative_work,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
butterfly,animation feature film,species,creative_work,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,,
butterfly,board game,species,creative_work,-1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,
butterfly,painting,species,creative_work,-1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
butterfly,play,species,creative_work,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,,,
fish,animation feature film,species,creative_work,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
fish,board game,species,creative_work,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
fish,painting,species,creative_work,-1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
fish,play,species,creative_work,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
fungus,film,species,creative_work,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,,,
fungus,mobile app,species,creative_work,-1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,,,
fungus,patent,species,creative_work,-1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,,,
fungus,video game,species,creative_work,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,,,
grass,animation feature film,species,creative_work,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
grass,painting,species,creative_work,-1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
insect,mobile app,species,creative_work,-1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
mammal,play,species,creative_work,-1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
mammal,technological invention,species,creative_work,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
phytoplankton,animation feature film,species,creative_work,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
phytoplankton,technological invention,species,creative_work,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
plant,board game,species,creative_work,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
plant,film,species,creative_work,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
plant,painting,species,creative_work,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
plant,patent,species,creative_work,-1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
snake,animation feature film,species,creative_work,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
snake,play,species,creative_work,-1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
spider,animation feature film,species,creative_work,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
spider,play,species,creative_work,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
tree,animation feature film,species,creative_work,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
tree,board game,species,creative_work,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
tree,film,species,creative_work,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
tree,painting,species,creative_work,-1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
tree,video game,species,creative_work,-1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,,,
amphibian,airport,species,geographical_entity,-1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,,,
amphibian,city,species,geographical_entity,-1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
amphibian,dam,species,geographical_entity,-1,0,1,1,,1,1,1,1,1,1,1,0,1,1,1,1,,,
amphibian,highway,species,geographical_entity,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
amphibian,island,species,geographical_entity,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
amphibian,national park,species,geographical_entity,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
amphibian,volcano,species,geographical_entity,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
amphibian,world heritage site,species,geographical_entity,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,,,
amphibian,zoo,species,geographical_entity,-1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,,,
bee,airport,species,geographical_entity,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
bee,city,species,geographical_entity,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
bee,island,species,geographical_entity,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
bee,national park,species,geographical_entity,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,,,
bee,volcano,species,geographical_entity,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,,,
bird,airport,species,geographical_entity,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
bird,city,species,geographical_entity,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
bird,dam,species,geographical_entity,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
bird,national park,species,geographical_entity,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
bird,volcano,species,geographical_entity,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
butterfly,dam,species,geographical_entity,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,0,0,,,
butterfly,island,species,geographical_entity,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
butterfly,national park,species,geographical_entity,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
butterfly,volcano,species,geographical_entity,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,,
butterfly,zoo,species,geographical_entity,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,,,
fish,airport,species,geographical_entity,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
fish,dam,species,geographical_entity,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
fish,island,species,geographical_entity,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
fish,river,species,geographical_entity,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
fish,volcano,species,geographical_entity,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
fish,zoo,species,geographical_entity,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
fungus,castle,species,geographical_entity,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,,
fungus,lake,species,geographical_entity,-1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
fungus,river,species,geographical_entity,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
grass,airport,species,geographical_entity,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
grass,city,species,geographical_entity,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
grass,dam,species,geographical_entity,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
grass,island,species,geographical_entity,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,,,
grass,national park,species,geographical_entity,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
grass,zoo,species,geographical_entity,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
insect,castle,species,geographical_entity,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,,
insect,lake,species,geographical_entity,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
mammal,airport,species,geographical_entity,-1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,,,
mammal,city,species,geographical_entity,-1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
mammal,dam,species,geographical_entity,-1,0,1,1,,1,1,1,1,1,1,0,0,0,1,1,1,,,
mammal,highway,species,geographical_entity,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
mammal,island,species,geographical_entity,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
mammal,national park,species,geographical_entity,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
mammal,volcano,species,geographical_entity,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
mammal,world heritage site,species,geographical_entity,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,,,
mammal,zoo,species,geographical_entity,-1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,,,
phytoplankton,airport,species,geographical_entity,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
phytoplankton,city,species,geographical_entity,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
phytoplankton,highway,species,geographical_entity,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
phytoplankton,island,species,geographical_entity,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
phytoplankton,national park,species,geographical_entity,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
phytoplankton,volcano,species,geographical_entity,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
phytoplankton,world heritage site,species,geographical_entity,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
phytoplankton,zoo,species,geographical_entity,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
plant,castle,species,geographical_entity,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
plant,city,species,geographical_entity,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,,
plant,river,species,geographical_entity,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
snake,highway,species,geographical_entity,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
snake,island,species,geographical_entity,-1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
snake,nuclear power plant,species,geographical_entity,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
snake,volcano,species,geographical_entity,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
snake,world heritage site,species,geographical_entity,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,,,
snake,zoo,species,geographical_entity,-1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
spider,airport,species,geographical_entity,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
spider,city,species,geographical_entity,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
spider,zoo,species,geographical_entity,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
tree,city,species,geographical_entity,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
tree,dam,species,geographical_entity,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
tree,river,species,geographical_entity,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
tree,volcano,species,geographical_entity,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,,
tree,zoo,species,geographical_entity,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,,
amphibian,merchant ship,species,man-made_object,-1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
amphibian,observatory,species,man-made_object,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
amphibian,oil tanker,species,man-made_object,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
amphibian,satellite,species,man-made_object,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,,,
amphibian,skyscraper,species,man-made_object,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
amphibian,spacecraft,species,man-made_object,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,,,
bacteria,bicycle,species,man-made_object,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,
bee,helicopter,species,man-made_object,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,
bee,merchant ship,species,man-made_object,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,
bee,oil tanker,species,man-made_object,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,,,
bee,satellite,species,man-made_object,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
bee,skyscraper,species,man-made_object,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
bird,merchant ship,species,man-made_object,-1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,,,
bird,oil tanker,species,man-made_object,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
butterfly,helicopter,species,man-made_object,-1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,,,
butterfly,oil tanker,species,man-made_object,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
butterfly,satellite,species,man-made_object,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,,,
butterfly,spacecraft,species,man-made_object,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,,,
fish,helicopter,species,man-made_object,-1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,,,
fish,merchant ship,species,man-made_object,-1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,,,
fish,oil tanker,species,man-made_object,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
fish,satellite,species,man-made_object,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
fish,skyscraper,species,man-made_object,1,0,1,0,,0,0,0,1,1,1,1,1,1,1,1,1,,,
fungus,industrial robot,species,man-made_object,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
fungus,wind turbine,species,man-made_object,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
grass,helicopter,species,man-made_object,-1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
grass,merchant ship,species,man-made_object,-1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,,,
grass,oil tanker,species,man-made_object,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
grass,satellite,species,man-made_object,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
insect,industrial robot,species,man-made_object,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
mammal,merchant ship,species,man-made_object,-1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
mammal,observatory,species,man-made_object,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
mammal,oil tanker,species,man-made_object,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
mammal,satellite,species,man-made_object,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,,,
mammal,skyscraper,species,man-made_object,-1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
phytoplankton,observatory,species,man-made_object,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
phytoplankton,oil tanker,species,man-made_object,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
phytoplankton,skyscraper,species,man-made_object,-1,0,0,1,,1,1,1,0,0,0,0,0,0,0,0,0,,,
plant,industrial robot,species,man-made_object,-1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
plant,merchant ship,species,man-made_object,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
plant,wind turbine,species,man-made_object,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
snake,oil tanker,species,man-made_object,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
snake,percussion instrument,species,man-made_object,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
snake,satellite,species,man-made_object,-1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,,,
snake,skyscraper,species,man-made_object,-1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,,,
snake,spacecraft,species,man-made_object,-1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
snake,submarine,species,man-made_object,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
spider,merchant ship,species,man-made_object,-1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,,,
spider,oil tanker,species,man-made_object,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
spider,skyscraper,species,man-made_object,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
spider,spacecraft,species,man-made_object,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
tree,helicopter,species,man-made_object,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
tree,merchant ship,species,man-made_object,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
tree,oil tanker,species,man-made_object,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
tree,wind turbine,species,man-made_object,-1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
amphibian,NBA player,species,occupation,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,,,
bee,fashion designer,species,occupation,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
bee,NBA player,species,occupation,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
bird,fashion designer,species,occupation,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
bird,NBA player,species,occupation,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
butterfly,fashion designer,species,occupation,-1,0,0,0,,0,1,0,0,0,0,1,0,0,0,0,0,,,
butterfly,NBA player,species,occupation,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,,,
fish,fashion designer,species,occupation,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
fungus,actor,species,occupation,-1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
fungus,airline pilot,species,occupation,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,
fungus,architect,species,occupation,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,
fungus,lawyer,species,occupation,-1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,,,
fungus,nurse,species,occupation,-1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,,,
fungus,physicist,species,occupation,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,,,
fungus,police officer,species,occupation,-1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,,,
fungus,politician,species,occupation,-1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
fungus,researcher,species,occupation,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
insect,actor,species,occupation,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
insect,architect,species,occupation,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,,
insect,dentist,species,occupation,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
insect,lawyer,species,occupation,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,
insect,nurse,species,occupation,-1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
insect,police officer,species,occupation,-1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,,,
insect,politician,species,occupation,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
insect,researcher,species,occupation,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
mammal,NBA player,species,occupation,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,,,
phytoplankton,astronaut,species,occupation,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
phytoplankton,NBA player,species,occupation,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
plant,airline pilot,species,occupation,1,0,1,1,,1,0,1,1,1,1,1,0,1,1,1,1,,,
plant,architect,species,occupation,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
plant,dentist,species,occupation,-1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,,,
plant,fashion designer,species,occupation,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,,
plant,journalist,species,occupation,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
plant,lawyer,species,occupation,-1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,,,
snake,astronaut,species,occupation,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
snake,NBA player,species,occupation,-1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
spider,airline pilot,species,occupation,-1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,,,
spider,fashion designer,species,occupation,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
tree,fashion designer,species,occupation,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
tree,journalist,species,occupation,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
tree,physicist,species,occupation,-1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
amphibian,airline,species,organization,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,,,
amphibian,bank,species,organization,-1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,,,
amphibian,conglomerate,species,organization,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,,,
amphibian,football club,species,organization,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,,,
amphibian,publisher,species,organization,-1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,,
bee,airline,species,organization,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
bee,conglomerate,species,organization,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,,,
bee,football club,species,organization,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
bee,hospital,species,organization,-1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,
bee,publisher,species,organization,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
bee,university,species,organization,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
bird,airline,species,organization,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
bird,bank,species,organization,-1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
bird,coal power plant,species,organization,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
bird,conglomerate,species,organization,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
bird,hospital,species,organization,-1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
bird,publisher,species,organization,-1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
butterfly,airline,species,organization,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,,,
butterfly,bank,species,organization,-1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,,,
butterfly,coal power plant,species,organization,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,,
butterfly,football club,species,organization,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,,,
butterfly,publisher,species,organization,-1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,,,
butterfly,university,species,organization,-1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,,,
fish,airline,species,organization,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
fish,bank,species,organization,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
fish,conglomerate,species,organization,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
fish,football club,species,organization,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
fish,hospital,species,organization,-1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,,,
fish,public library,species,organization,-1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
fish,travel agency,species,organization,-1,0,1,0,,0,0,0,1,1,1,0,0,0,0,0,0,,,
